stage,suite,world_index,method,backbone,expert_task,alpha,budget,found,cost,cost_ratio,oracle_cost,expansions,closed,roadmap_nodes,roadmap_edges,obstacle_count,side_len,heuristic_max,heuristic_min,heuristic_mean,heuristic_std,spearman_to_prm_oracle,heatmap_min,heatmap_max,heatmap_mean,heatmap_std,nonfinite_heuristic
c6,C_hard_maze,2,grid_oracle,,,0.0,168,1,1.637781213823231,1.0000000000000002,1.6377812138232308,44,44,192,680,26,1.0,2.1053522410556296,0.004691913255536823,1.0829987340869163,0.5720416101824025,0.9970464964869925,0.0,2.1791880848677403,1.045570494535704,0.569433980022406,0
c6,C_hard_maze,2,unet,unet,,0.0,128,1,1.6550277001039673,1.0105303969389636,1.6377812138232308,63,63,192,680,26,1.0,2.183038182851683,0.031407902204570265,1.0977534606190706,0.5861209557216015,0.9897661611914387,0.019504180178046227,1.2517298460006714,0.49022789035279857,0.333674135818938,0
c6,C_hard_maze,2,unet,unet,,0.0,144,1,1.6550277001039673,1.0105303969389636,1.6377812138232308,63,63,192,680,26,1.0,2.183038182851683,0.031407902204570265,1.0977534606190706,0.5861209557216015,0.9897661611914387,0.019504180178046227,1.2517298460006714,0.49022789035279857,0.333674135818938,0
c6,C_hard_maze,2,unet,unet,,0.0,168,1,1.6550277001039673,1.0105303969389636,1.6377812138232308,63,63,192,680,26,1.0,2.183038182851683,0.031407902204570265,1.0977534606190706,0.5861209557216015,0.9897661611914387,0.019504180178046227,1.2517298460006714,0.49022789035279857,0.333674135818938,0
c6,C_hard_maze,2,onlstm,onlstm,,0.0,128,1,1.644589726535874,1.0041571564352905,1.6377812138232308,65,65,192,680,26,1.0,2.0095481068466694,0.02766923915831943,1.1585218499228427,0.6000766361147403,0.9199756530938882,0.021908802911639214,1.1517621278762817,0.5444653332647249,0.32223558311449557,0
c6,C_hard_maze,2,onlstm,onlstm,,0.0,144,1,1.644589726535874,1.0041571564352905,1.6377812138232308,65,65,192,680,26,1.0,2.0095481068466694,0.02766923915831943,1.1585218499228427,0.6000766361147403,0.9199756530938882,0.021908802911639214,1.1517621278762817,0.5444653332647249,0.32223558311449557,0
c6,C_hard_maze,2,onlstm,onlstm,,0.0,168,1,1.644589726535874,1.0041571564352905,1.6377812138232308,65,65,192,680,26,1.0,2.0095481068466694,0.02766923915831943,1.1585218499228427,0.6000766361147403,0.9199756530938882,0.021908802911639214,1.1517621278762817,0.5444653332647249,0.32223558311449557,0
c6,C_hard_maze,2,hrm,hrm,,0.0,128,1,1.6781669964410946,1.024658838602494,1.6377812138232308,60,60,192,680,26,1.0,2.3269208764777067,0.0005079171822239615,1.0779003059788141,0.6405665816725546,0.9754377695792531,0.00046476328861899674,1.4312704801559448,0.46002455950441146,0.37738523978948013,0
c6,C_hard_maze,2,hrm,hrm,,0.0,144,1,1.6781669964410946,1.024658838602494,1.6377812138232308,60,60,192,680,26,1.0,2.3269208764777067,0.0005079171822239615,1.0779003059788141,0.6405665816725546,0.9754377695792531,0.00046476328861899674,1.4312704801559448,0.46002455950441146,0.37738523978948013,0
c6,C_hard_maze,2,hrm,hrm,,0.0,168,1,1.6781669964410946,1.024658838602494,1.6377812138232308,60,60,192,680,26,1.0,2.3269208764777067,0.0005079171822239615,1.0779003059788141,0.6405665816725546,0.9754377695792531,0.00046476328861899674,1.4312704801559448,0.46002455950441146,0.37738523978948013,0
c6,C_hard_maze,3,euclidean,,,0.0,128,1,1.9521106446399341,1.0000000000000002,1.952110644639934,122,122,192,673,23,1.0,0.9853310714815701,0.0,0.5453733441320564,0.23433772092752417,0.8769141822423568,0.0,0.9853310714815701,0.5453733441320564,0.23433772092752417,0
